episodes,Success rate,mode
0,0.5277777777777778,Training_normal
2,0.5347222222222222,Training_normal
4,0.5333333333333333,Training_normal
6,0.5119047619047619,Training_normal
8,0.5077160493827161,Training_normal
10,0.5031565656565656,Training_normal
12,0.5069444444444444,Training_normal
14,0.5119047619047619,Training_normal
16,0.5114087301587301,Training_normal
18,0.5173611111111112,Training_normal
20,0.5233134920634921,Training_normal
22,0.535218253968254,Training_normal
24,0.5441468253968254,Training_normal
26,0.5530753968253969,Training_normal
28,0.5560515873015873,Training_normal
30,0.5580357142857143,Training_normal
32,0.558531746031746,Training_normal
34,0.5719246031746031,Training_normal
36,0.5793650793650794,Training_normal
38,0.5902777777777778,Training_normal
40,0.589781746031746,Training_normal
42,0.597718253968254,Training_normal
44,0.5972222222222222,Training_normal
46,0.5967261904761905,Training_normal
48,0.5932539682539683,Training_normal
50,0.5912698412698413,Training_normal
52,0.5823412698412699,Training_normal
54,0.5877976190476191,Training_normal
56,0.5823412698412699,Training_normal
58,0.5907738095238095,Training_normal
60,0.6031746031746031,Training_normal
62,0.6076388888888888,Training_normal
64,0.6041666666666666,Training_normal
66,0.6155753968253969,Training_normal
68,0.6190476190476191,Training_normal
70,0.6329365079365079,Training_normal
72,0.6398809523809523,Training_normal
74,0.6349206349206349,Training_normal
76,0.6468253968253969,Training_normal
78,0.654265873015873,Training_normal
80,0.6577380952380952,Training_normal
82,0.6607142857142857,Training_normal
84,0.654265873015873,Training_normal
86,0.6547619047619048,Training_normal
88,0.6636904761904762,Training_normal
90,0.6577380952380952,Training_normal
92,0.6617063492063492,Training_normal
94,0.6681547619047619,Training_normal
96,0.6656746031746031,Training_normal
98,0.6830357142857143,Training_normal
100,0.6850198412698413,Training_normal
102,0.6830357142857143,Training_normal
104,0.6919642857142857,Training_normal
106,0.6949404761904762,Training_normal
108,0.6929563492063492,Training_normal
110,0.6994047619047619,Training_normal
112,0.6949404761904762,Training_normal
114,0.6989087301587301,Training_normal
116,0.7073412698412699,Training_normal
118,0.7132936507936508,Training_normal
120,0.7162698412698413,Training_normal
122,0.7261904761904762,Training_normal
124,0.7336309523809523,Training_normal
126,0.7326388888888888,Training_normal
128,0.7336309523809523,Training_normal
130,0.7356150793650794,Training_normal
132,0.7385912698412699,Training_normal
134,0.7490079365079365,Training_normal
136,0.7455357142857143,Training_normal
138,0.7445436507936508,Training_normal
140,0.7554563492063492,Training_normal
142,0.7628968253968254,Training_normal
144,0.7653769841269841,Training_normal
146,0.7599206349206349,Training_normal
148,0.7638888888888888,Training_normal
150,0.7658730158730159,Training_normal
152,0.7633928571428571,Training_normal
154,0.7624007936507936,Training_normal
156,0.7643849206349206,Training_normal
158,0.7678571428571429,Training_normal
160,0.7728174603174603,Training_normal
162,0.7718253968253969,Training_normal
164,0.7738095238095238,Training_normal
166,0.7921626984126984,Training_normal
168,0.7881944444444444,Training_normal
170,0.7896825396825397,Training_normal
172,0.7931547619047619,Training_normal
174,0.8015873015873016,Training_normal
176,0.7906746031746031,Training_normal
178,0.7966269841269841,Training_normal
180,0.7881944444444444,Training_normal
182,0.7956349206349206,Training_normal
184,0.8020833333333334,Training_normal
186,0.8025793650793651,Training_normal
188,0.7991071428571429,Training_normal
190,0.808531746031746,Training_normal
192,0.8115079365079365,Training_normal
194,0.8179563492063492,Training_normal
196,0.8134920634920635,Training_normal
198,0.8095238095238095,Training_normal
200,0.8100198412698413,Training_normal
202,0.8184523809523809,Training_normal
204,0.8244047619047619,Training_normal
206,0.8293650793650794,Training_normal
208,0.8278769841269841,Training_normal
210,0.8323412698412699,Training_normal
212,0.8368055555555556,Training_normal
214,0.8387896825396826,Training_normal
216,0.8308531746031746,Training_normal
218,0.8298611111111112,Training_normal
220,0.8268849206349206,Training_normal
222,0.8358134920634921,Training_normal
224,0.8387896825396826,Training_normal
226,0.8392857142857143,Training_normal
228,0.841765873015873,Training_normal
230,0.8447420634920635,Training_normal
232,0.8506944444444444,Training_normal
234,0.8521825396825397,Training_normal
236,0.8467261904761905,Training_normal
238,0.8492063492063492,Training_normal
240,0.8511904761904762,Training_normal
242,0.847718253968254,Training_normal
244,0.8531746031746031,Training_normal
246,0.8487103174603174,Training_normal
248,0.8492063492063492,Training_normal
250,0.8482142857142857,Training_normal
252,0.84375,Training_normal
254,0.8462301587301587,Training_normal
256,0.8526785714285714,Training_normal
258,0.8536706349206349,Training_normal
260,0.8581349206349206,Training_normal
262,0.8586309523809523,Training_normal
264,0.8635912698412699,Training_normal
266,0.8774801587301587,Training_normal
268,0.8725198412698413,Training_normal
270,0.8720238095238095,Training_normal
272,0.8754960317460317,Training_normal
274,0.8814484126984127,Training_normal
276,0.8883928571428571,Training_normal
